PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13,PC14,PC15,PC16,PC17,PC18,PC19,PC20,PC21,PC22,PC23,PC24,lsoa_code
-10.998918754793195,9.039046534835897,0.7446886031740191,2.923357473728431,4.154116898423989,-4.758488892733278,0.43429476743236123,0.720379141938254,-0.9987407524196322,-0.756684435119809,-0.5214683070949583,0.659309842093051,-0.5526551117087494,-0.12179552677325882,-2.879059522027922,-1.2428299503545623,-2.226991327594016,1.0615378726140323,-1.1466554523565315,-2.6404150922640324,-2.5345585616699933,0.08530265518452439,0.9950440338519937,1.164272637762866,E01000001
-11.462820182491361,10.008217657583465,-1.0403702027046287,2.6843908119158244,3.5016708116507,-4.881699579741141,0.7403005211569362,0.5291526070732439,-0.1581170224108161,-1.0973623425822818,-0.4758261166190537,0.9958012631903375,-0.14057312520856627,-1.2822700255804413,-1.9756544064370432,-1.4131658460848284,-0.7657840478641217,-0.2936744482303391,-0.8670794321325895,-3.1336789740100186,-2.0259446782833974,0.8562098356406133,1.9782471112648787,0.6654766293196857,E01000002
-5.98049969036535,12.485838714482023,1.5187048908150447,-0.7948225023135261,6.302486193539302,-6.014107381523933,-0.2295292625886057,-1.759030528175499,-2.233832293338565,-0.9858545743396121,0.2221722291244015,1.4993829573866264,-2.253577694531022,0.3539156730908072,-1.8247699897991534,-0.9286190675399085,0.005849166793823497,-1.2391213242888919,-1.7990133849871945,-1.417872203885447,-1.6689235807089002,-0.42035131828072037,3.284014256343928,2.7033388937724365,E01000003
-5.453157134398767,1.48010661612244,-11.71793599415149,-2.335975801081776,1.7722922060035755,-1.6189562016353112,1.5407602188432705,-0.6963621507086181,-0.619710703531435,0.009698081628632714,0.20352455007842996,0.30884857957480677,-1.2600773127834304,0.5878314884371535,0.2429916181753663,0.41455053277910525,-0.7211257126872731,1.0034002975750804,-0.4568970378347816,-0.12066957873636895,-1.0226981760666227,1.9932690303699445,2.063849129044498,-0.6690399623098457,E01000005
6.517671746685135,-4.371607038242399,-3.86988279435815,3.889538159087582,-4.378481111886748,0.00010498455669620654,-0.1979660881856463,-0.23970070786552125,-0.9272384129688829,0.5830154436448897,3.507034311827987,-0.6059013516341951,-0.41296539545806116,-1.5303990638078036,-0.13940772025241216,0.5084992501956882,-0.27945049576911857,0.13513631186122646,-0.45140469286033874,0.005289172497266766,-0.16572178418621483,-0.557058328134997,1.190222985003551,1.2168540162667614,E01000006
22.155693829061047,9.456277385655898,5.457181080420857,1.3302495862150634,-4.663436366157548,-5.069084648336167,0.3677382108120909,9.194498067310816,1.291807316868103,-2.823424717077832,4.003403801377643,-0.5940684973716748,1.856680762551785,-1.1861602841663317,-0.9849792711894005,2.22854262827241,0.08686890350946372,-0.46486870130192676,-3.879430189460839,-1.0577078811328882,-0.4742924528353002,0.42234577480492425,0.37022064659720677,3.0096479747567404,E01000007
6.317739385060665,-2.3975727121783565,-7.692000633673302,-2.6002356143973286,-2.3888801433641795,1.462200969555588,1.138744551267582,4.309869638774482,0.4936501878212231,-0.5249790798391295,1.9030653569470337,1.6864604700618555,0.6532673745882751,-0.9334725363763536,0.5369326219407939,-0.7997985998331093,-0.8499016410548047,-0.7545450443971886,-0.8734749546473607,-0.2587105302432892,-0.5944129633068859,-0.9058428329807536,0.8510047866422933,1.0280011220589607,E01000008
7.233418417301031,-3.018490340415911,-5.756843269279051,4.044830467912472,-2.2427519587638796,-2.109721710674222,-0.28171165225897304,0.397110440435041,-2.072426289441456,-0.45211710289113194,3.801656788502957,-1.4208764130187443,0.47382230942973,-1.8179890012463633,0.06432583832012566,-1.2337374079105083,0.7358800810122765,-0.5474750821555108,-0.660040572248687,-0.910202091366592,-0.4279244657639786,0.0958774231316917,1.3251107625054515,1.2438005727068513,E01000009
5.294308622755928,-4.628017042855315,-8.162458806361453,5.237651471490997,-3.633552192168729,0.10028334763374429,0.6997807767668134,-0.5387092433684261,-1.7917969204645277,0.3930753231723377,3.9414733771968686,-0.8177764893803188,0.13649016646757514,-1.406731454092572,-0.612058906869568,0.11771220120097298,0.7356387818902174,-0.18044275137823362,0.22860585392892854,-0.3363775409400787,0.1159824712613372,-0.6933090848891604,1.1180477675809086,-0.0654940949897698,E01000011
13.970347698617074,1.2788732314704712,-2.2309896267638742,1.3013867189101975,-4.6117667994181994,0.017446988748080622,-0.774164227669543,6.616135220161599,-0.5099854026552564,-0.1863314160070287,1.990437144190668,-0.4475661874883326,-0.47594532601702977,-0.5310238447134542,0.053569665804807966,1.0483595277254667,-1.5011098283949773,-0.44747308151304854,-0.879816465101094,1.1347609569065236,0.9912615546647543,-0.8871446934555236,0.31805282851486916,-0.3336296086123465,E01000012
5.855963676815528,-4.890817161376149,-1.2147524014761084,-2.522261396155831,-3.036553749892567,-1.2777596204814896,-0.5139603439574502,0.5500084798664121,-1.4800521109958398,2.2423087010347533,2.4687000810689224,0.171403548325446,2.884156112274983,-0.48587151399047057,1.4329623687679724,-0.7935378159066723,-1.3913964247683221,-0.8120666410812654,-0.15456382979949798,0.3753241222024795,-1.3930189503599018,0.37156361759533957,-1.4106490981996411,0.5556721649692798,E01000013
